Temperature_C,Temperature_K,J_m^-3_s^-1,Rate_per_drop_s^-1,Mean_wait_s
-46.45,226.7,724623805764.3866,0.0030352970997408993,329.4570406585117
-46.4,226.74999999999997,653625210207.3308,0.0027378988781179133,365.2435844114959
-46.35,226.79999999999998,589390649331.6346,0.002468833778713042,405.0495455069809
-46.3,226.84999999999997,531294517631.91156,0.002225481271313262,449.34100901684855
-46.25,226.89999999999998,478767284465.74603,0.002005455711542297,498.639782591334
-46.2,226.95,431290632897.4609,0.0018065859784970075,553.5302564630507
-46.15,226.99999999999997,388393005189.42944,0.0016268968157450321,614.6671321266637
-46.1,227.04999999999998,349645522203.42456,0.0014645917385531276,682.7841327221342
-46.05,227.09999999999997,314658246503.07983,0.0013180373808073626,758.7038232462352
-46.0,227.14999999999998,283076761289.2379,0.0011857491648910154,843.3486858849376
-45.95,227.2,254579039470.12103,0.0010663781868763711,937.7536152808923
-45.9,227.24999999999997,228872579173.65317,0.0009586992177867962,1043.0800207687128
-45.85,227.29999999999998,205691783867.412,0.0008615997294688548,1160.631747895817
-45.8,227.34999999999997,184795566969.45105,0.0007740698608095842,1291.8730603386625
-45.75,227.39999999999998,165965162421.21515,0.0006951932466857685,1438.4489561245782
-45.7,227.45,149002124163.33493,0.000624138638187743,1602.2081294367754
-45.65,227.49999999999997,133726498811.3845,0.0005601522483415064,1785.2289318855558
-45.6,227.54999999999998,119975157083.06221,0.0005025507628072396,1989.8487357058575
-45.55,227.59999999999997,107600270686.16917,0.0004507149598825897,2218.6971567584487
-45.5,227.64999999999998,96467922445.68037,0.0004040838886165592,2474.7336584580185
-45.45,227.7,86456838435.3844,0.00036214955797493777,2761.290129944613
-45.4,227.74999999999997,77457231789.68956,0.00032445209381052074,3082.11911427515
-45.35,227.79999999999998,69369748711.23267,0.0002905753239101048,3441.4484566121305
-45.3,227.84999999999997,62104507964.2863,0.0002601427546338809,3844.0432500508336
-45.25,227.89999999999998,55580225857.54909,0.00023281390565191694,4295.276079836541
-45.2,227.95,49723419377.92369,0.0002082809720387326,4801.206707514486
-45.15,227.99999999999997,44467680742.50199,0.00018626578552376078,5368.672497679056
-45.1,228.04999999999998,39753017194.053535,0.00016651704903315645,6005.391074405135
-45.05,228.09999999999997,35525250378.88563,0.00014880782080966016,6720.076905629163
-45.0,228.14999999999998,31735470118.499874,0.0001329332263766635,7522.573755687845
-44.95,228.2,28339537821.379307,0.00011870837843436711,8424.00522346358
-44.9,228.24999999999997,25297635180.949192,0.00010596648645021959,9436.945901474
-44.85,228.29999999999998,22573854173.42961,9.455713924593836e-05,10575.61605580146
-44.8,228.34999999999997,20135824707.065876,8.434474529825335e-05,11856.103145061112
-44.75,228.39999999999998,17954376584.510307,7.520711677024292e-05,13296.613976772853
-44.7,228.45,16003232725.193132,6.703418448420602e-05,14917.761850830166
-44.65,228.49999999999997,14258730856.103529,5.9726832142731936e-05,16742.893673152703
-44.6,228.54999999999998,12699571119.528526,5.319583911046924e-05,18798.462750504754
-44.55,228.59999999999997,11306587266.605684,4.7360921991920426e-05,21114.45381427743
-44.5,228.64999999999998,10062539307.498182,4.214986608652642e-05,23724.867783616966
-44.45,228.7,8951925674.27017,3.74977385783587e-05,26668.274885705672
-44.4,228.74999999999997,7960813122.210417,3.3346176028449963e-05,29988.446025920028
-44.35,228.79999999999998,7076682750.865538,2.9642739389206377e-05,33735.07376865863
-44.3,228.84999999999997,6288290668.435033,2.6340330356790336e-05,37964.5959809387
-44.25,228.89999999999998,5585541953.513851,2.3396663423302264e-05,42741.13714026568
-44.2,228.95,4959376687.487616,2.0773788490394104e-05,48137.58455576866
-44.15,228.99999999999997,4401666939.983047,1.8437659362933075e-05,54236.8193443465
-44.1,229.04999999999998,3905123689.587727,1.6357743859424364e-05,61133.124995343365
-44.05,229.09999999999997,3463212753.269385,1.4506671657986109e-05,68933.7998113087
-44.0,229.14999999999998,3070078881.276673,1.285991634581329e-05,77761.00350182781
-43.95,229.2,2720477250.462553,1.1395508459081757e-05,87753.8728167097
-43.9,229.24999999999997,2409711658.486203,1.0093776591426579e-05,99070.94643340699
-43.85,229.29999999999998,2133578784.8225667,8.937113915004819e-06,111892.94547550374
-43.8,229.34999999999997,1888317942.4156644,7.909767700713128e-06,126425.96316827889
-43.75,229.39999999999998,1670565796.6251898,6.99764964535477e-06,142905.12538932657
-43.7,229.45,1477315576.2782183,6.188165015292564e-06,161598.79342725026
-43.65,229.49999999999997,1305880345.5227468,5.47005879994875e-06,182813.3913312539
-43.6,229.54999999999998,1153859945.1701014,4.833277236023884e-06,206898.95306370928
-43.55,229.59999999999997,1019111248.6295743,4.26884321584719e-06,234255.49954322723
-43.5,229.64999999999998,899721410.6874322,3.7687442321241098e-06,265340.3729221465
-43.45,229.7,793983817.5562533,3.3258316377385393e-06,300676.67546754365
-43.4,229.74999999999997,700376474.0598042,2.933730114204538e-06,340862.983666493
-43.35,229.79999999999998,617542588.7752072,2.5867563469000184e-06,386584.5351837659
-43.3,229.84999999999997,544273140.6368707,2.2798460002280502e-06,438626.1176851293
-43.25,229.89999999999998,479491231.1132935,2.008488172168332e-06,497886.925029992
-43.2,229.95,422238044.7888652,1.7686665860997562e-06,565397.6887781823
-43.15,229.99999999999997,371660258.1730661,1.5568068489437206e-06,642340.4423474184
-43.1,230.04999999999998,326998751.98340327,1.3697291692854542e-06,730071.3326574402
-43.05,230.09999999999997,287578496.1373687,1.204605987727411e-06,830146.9610711323
-43.0,230.14999999999998,252799489.37368995,1.058924024863514e-06,944354.8134899398
-42.95,230.2,222128646.92327136,9.304503004346538e-07,1074748.4304458352
-42.9,230.24999999999997,195092540.06670308,8.172017208583025e-07,1223688.0741632623
-42.85,230.29999999999998,171270900.85207212,7.174178718541009e-07,1393887.773405465
-42.8,230.34999999999997,150290813.78833455,6.295366886659512e-07,1588469.7715062425
-42.75,230.39999999999998,131821524.05940187,5.521727087600362e-07,1811027.5718725915
-42.7,230.45,115569798.79698808,4.840976411699578e-07,2065698.9725940814
-42.65,230.49999999999997,101275784.27187937,4.24223013140108e-07,2357250.7125390917
-42.6,230.54999999999998,88709307.57790814,3.715846786557248e-07,2691176.6212150673
-42.55,230.59999999999997,77666576.54524428,3.253289950720117e-07,3073811.480524967
-42.5,230.64999999999998,67967236.2810484,2.847004935804578e-07,3512463.176385028
-42.45,230.7,59451744.94414679,2.490308868795009e-07,4015566.1513741147
-42.4,230.74999999999997,51979035.15674812,2.1772927331883402e-07,4592859.677328001
-42.35,230.79999999999998,45424430.880904615,1.9027341113192973e-07,5255595.062132096
-42.3,230.84999999999997,39677792.674412645,1.6620194930212492e-07,6016776.603397002
-42.25,230.89999999999998,34641867.02256058,1.4510751325961447e-07,6891441.921486739
-42.2,230.95,30230817.948003475,1.266305541032776e-07,7896988.267021386
-42.15,230.99999999999997,26368921.356791887,1.1045387949011254e-07,9053552.529040111
-42.1,231.04999999999998,22989404.60888266,9.62977928395588e-08,10384453.999543834
-42.05,231.09999999999997,20033415.627730988,8.391577514985418e-08,11916710.513776833
-42.0,231.14999999999998,17449107.50553476,7.30906506014487e-08,13681640.425570099
-41.95,231.2,15190826.036638776,6.363118330488658e-08,15715565.043141428
-41.9,231.24999999999997,13218388.937271856,5.536905810350115e-08,18060628.702238426
-41.85,231.29999999999998,11496446.700338755,4.815620332822781e-08,20765756.66034345
-41.8,231.34999999999997,9993916.102471251,4.1862417877488565e-08,23887774.54103405
-41.75,231.39999999999998,8683478.339081794,3.6373269010220624e-08,27492717.24020756
-41.7,231.45,7541134.62280975,3.1588230841001e-08,31657360.142563496
-41.65,231.49999999999997,6545812.851144288,2.7419036753238074e-08,36471011.32689879
-41.6,231.54999999999998,5679019.6392867025,2.3788221837833685e-08,42037610.3273748
-41.55,231.59999999999997,4924532.632424823,2.062783405385204e-08,48478187.16154836
-41.5,231.64999999999998,4268128.564818705,1.787829512508159e-08,55933744.96861799
-41.45,231.7,3697343.028096486,1.5487394259825816e-08,64568641.00076489
-41.4,231.74999999999997,3201258.353746105,1.3409399635162293e-08,74574554.20880945
-41.35,231.79999999999998,2770316.4104284383,1.1604274244161638e-08,86175143.654772
-41.3,231.84999999999997,2396153.4701677044,1.0036984185003402e-08,99631520.93973944
-41.25,231.89999999999998,2071454.613082567,8.676888792939841e-09,115248682.31729257
-41.2,231.95,1789825.4220261688,7.497203196060884e-09,133383072.84047088
-41.15,231.99999999999997,1545678.969794035,6.474524928417574e-09,154451486.56558004
-41.1,232.04999999999998,1334136.3256493588,5.588417172729741e-09,178941544.46446523
-41.05,232.09999999999997,1150939.0076243079,4.821042041443271e-09,207424036.42276287
-41.0,232.14999999999998,992371.9849587235,4.156838050099529e-09,240567466.8937503
-40.95,232.2,855195.9934481006,3.5822366005279708e-09,279155207.07164186
-40.9,232.24999999999997,736588.0674367002,3.0854128818413876e-09,324105731.80831337
-40.85,232.29999999999998,634089.3175862426,2.6560671224649402e-09,376496509.27193385
-40.8,232.34999999999997,545559.0950329356,2.2852325934060888e-09,437592218.3524969
-40.75,232.39999999999998,469134.78160570795,1.9651071779145924e-09,508878096.44114083
-40.7,232.45,403196.5337673323,1.688905691248427e-09,592099372.5000756
-40.65,232.49999999999997,346336.38604268024,1.4507304614166973e-09,689307922.178362
-40.6,232.54999999999998,297331.189001733,1.2454579720679503e-09,802917498.9659479
-40.55,232.59999999999997,255118.9183213363,1.068639626120113e-09,935769155.0618224
-40.5,232.64999999999998,218777.94592277615,9.164149169046116e-10,1091208776.2361126
-40.45,232.7,187508.91244210285,7.854354957476295e-10,1273179026.6852324
-40.4,232.74999999999997,160618.88301911677,6.727988038942075e-10,1486328445.0149562
-40.35,232.79999999999998,137507.5062080077,5.759900950887065e-10,1736140965.8372562
-40.3,232.84999999999997,117654.92926157678,4.928318152357285e-10,2029089780.9056537
-40.25,232.89999999999998,100611.25261203958,4.214394294326006e-10,2372820220.799788
-40.2,232.95,85987.33250098665,3.601828961158434e-10,2776367258.922745
-40.15,232.99999999999997,73446.76378590788,3.0765308471967077e-10,3250414345.4670253
-40.1,233.04999999999998,62698.89531871645,2.626325185619668e-10,3807601608.0394673
-40.05,233.09999999999997,53492.74825959324,2.2406989993688845e-10,4462893053.826776
-40.0,233.14999999999998,45611.723531945616,1.9105794075403875e-10,5234014331.2198925
-39.95,233.2,38868.998585565496,1.6281408054507284e-10,6141974924.11084
-39.9,233.24999999999997,33103.5259310882,1.3866372516403458e-10,7211691441.4136305
-39.85,233.29999999999998,28176.55673302085,1.180256848478858e-10,8472732026.836556
-39.8,233.34999999999997,23968.622271542426,1.0039953019326187e-10,9960205969.83942
-39.75,233.39999999999998,20376.914456671562,8.535461967987605e-11,11715827494.17099
-39.7,233.45,17313.013937359083,7.252058319614e-11,13789188612.774784
-39.65,233.49999999999997,14700.920811362992,6.157907309597771e-11,16239283083.092056
-39.6,233.54999999999998,12475.348615676414,5.225661808264083e-11,19136332137.272213
-39.55,233.59999999999997,10580.247255121494,4.4318436066471016e-11,22563973117.19551
-39.5,233.64999999999998,8967.524891522264,3.756308042678661e-11,26621884803.8589
-39.45,233.7,7595.942641013456,3.181781013079644e-11,31428938568.971493
-39.4,233.74999999999997,6430.159277160826,2.693458819538761e-11,37126983072.68883
-39.35,233.79999999999998,5439.90607016198,2.2786625261652534e-11,43885392791.48517
-39.3,233.84999999999997,4599.274457871689,1.9265395798257172e-11,51906538047.37633
-39.25,233.89999999999998,3886.1014874697803,1.627806384551924e-11,61432367478.71976
-39.2,233.95,3281.4399266504015,1.3745263422348176e-11,72752334333.15785
-39.15,233.99999999999997,2769.1016548984317,1.1599185888096337e-11,86212947154.01103
-39.1,234.04999999999998,2335.2644393965243,9.781932809330145e-12,102229285305.06628
-39.05,234.09999999999997,1968.1335032411678,8.244098340088529e-12,121298892704.53093
-39.0,234.14999999999998,1657.650429653933,6.943549882694348e-12,144018552022.26385
-38.95,234.2,1395.2429356150396,5.844379942001688e-12,171104549999.106
-38.9,234.24999999999997,1173.6099100956878,4.916005695649055e-12,203417176852.55267
-38.849999999999994,234.29999999999998,986.5368619619979,4.132395944047121e-12,241990364316.50247
-38.8,234.34999999999997,828.7375747575793,3.471407835482978e-12,288067564340.46875
-38.75,234.39999999999998,695.7183323532167,2.9142181358514773e-12,343145211985.931
-38.7,234.45,583.6615717582192,2.444835874691058e-12,409025411624.5595
-38.65,234.49999999999997,489.3262467200991,2.04968498920604e-12,487879847521.03644
-38.599999999999994,234.54999999999998,409.96255646230435,1.7172471408384884e-12,582327363498.6082
-38.55,234.59999999999997,343.23901531039996,1.4377562252327295e-12,695528200434.7643
-38.5,234.64999999999998,287.180117424102,1.202937262875484e-12,831298548030.3556
-38.45,234.7,240.11309197448293,1.005783367703688e-12,994249887312.3225
-38.4,234.74999999999997,200.62245274983286,8.403653649387205e-13,1189958608150.0635
-38.349999999999994,234.79999999999998,167.5112266082294,7.016693852083048e-13,1425172625570.8445
-38.3,234.84999999999997,139.7679011271428,5.854584151849286e-13,1708063244225.6897
-38.25,234.89999999999998,116.53826647424927,4.881543490901216e-13,2048532399360.8074
-38.2,234.95,97.10144276222836,4.067375723130486e-13,2458587718644.155
-38.15,234.99999999999997,80.84948440930403,3.3866152835572277e-13,2952800705929.6724
-38.099999999999994,235.04999999999998,67.27003944978787,2.8178008232286556e-13,3548866874324.329
-38.05,235.09999999999997,55.93161618339784,2.342858060068889e-13,4268291011921.5513
-38.0,235.14999999999998,46.47107363716283,1.9465757805725476e-13,5137226148503.036
-37.95,235.2,38.58300744436058,1.6161612365413802e-13,6187501453382.347
-37.9,235.24999999999997,32.01075013990736,1.3408631663390855e-13,7457882542409.357
-37.849999999999994,235.29999999999998,26.53874558988906,1.1116523757424534e-13,8995617891178.592
-37.8,235.34999999999997,21.98609223077923,9.209512777781822e-14,10858337722409.428
-37.75,235.39999999999998,18.20107978592108,7.624050472380181e-14,13116387458644.488
-37.7,235.45,15.056569841470958,6.306881226963574e-14,15855697356797.164
-37.65,235.49999999999997,12.446092695185014,5.213407116945444e-14,19181314207164.85
-37.599999999999994,235.54999999999998,10.280551754709457,4.306307448992652e-14,23221751160241.098
-37.55,235.59999999999997,8.485442901039626,3.554374010714901e-14,28134349311170.754
-37.5,235.64999999999998,6.9985100316843925,2.931529026881888e-14,34111891467902.23
-37.45,235.7,5.767769787837313,2.415997759075582e-14,41390766868203.7
